signature,n,denominator,share
test | tests | support_only | backend_agnostic,133,5649,0.023543990086741014
documentation | build+developer_tooling+documentation_examples | support_only | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | input_processing_multimodal+model_implementation+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code+tests | attention+kv_cache_data_movement+model_implementation+worker_model_runner | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | kernels_operators+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code | model_loading_layers | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | reliability_observability | amd_rocm+cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code+tests | attention+configuration_shared_infrastructure+kv_cache_data_movement+model_implementation | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
performance | benchmarks+build+production_code+tests | compilation+kernels_operators+lora+model_implementation+moe | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code+tests | compilation+moe+quantization | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | reliability_observability | cpu+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | ci+production_code | distributed_execution+engine+moe | nvidia_cuda,1,5649,0.0001770224818551956
build | build+production_code+tests | serving_api | backend_agnostic,1,5649,0.0001770224818551956
documentation | ci+documentation_examples | support_only | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | compilation+device_platform | cpu,1,5649,0.0001770224818551956
test | ci+tests | support_only | amd_rocm+intel_xpu,1,5649,0.0001770224818551956
refactor | production_code+tests | worker_model_runner | google_tpu,1,5649,0.0001770224818551956
refactor | ci+developer_tooling+tests | support_only | amd_rocm,1,5649,0.0001770224818551956
bugfix | production_code | input_processing_multimodal+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
other | benchmarks+build+ci+production_code+tests | kernels_operators+quantization | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code+tests | compilation+kernels_operators+kv_cache_data_movement+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
ci | developer_tooling+production_code | compilation+configuration_shared_infrastructure | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | kernels_operators+moe+quantization | intel_xpu,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code | reliability_observability+serving_api | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | kernels_operators+quantization | amd_rocm+cpu,1,5649,0.0001770224818551956
performance | production_code+tests | attention+compilation+distributed_execution+model_implementation+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | compilation+distributed_execution+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | kernels_operators+sampling+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | model_implementation+moe+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | input_processing_multimodal+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
refactor | documentation_examples+production_code+tests | moe | nvidia_cuda,1,5649,0.0001770224818551956
refactor | ci+developer_tooling+tests | support_only | amd_rocm+google_tpu,1,5649,0.0001770224818551956
maintenance | ci+production_code+tests | device_platform+quantization | amd_rocm,1,5649,0.0001770224818551956
feature | production_code+tests | engine+input_processing_multimodal+serving_api | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | compilation | nvidia_cuda,1,5649,0.0001770224818551956
feature | build+production_code | distributed_execution+kernels_operators+moe | amd_rocm,1,5649,0.0001770224818551956
refactor | documentation_examples+production_code+tests | kernels_operators+moe+quantization | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
build | benchmarks+build+production_code+tests | input_processing_multimodal+model_implementation+serving_api | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | compilation+distributed_execution+engine+moe+worker_model_runner | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code | kv_cache_data_movement+moe | amd_rocm,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+kv_cache_data_movement+model_implementation+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | kernels_operators+moe | nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code | device_platform | nvidia_cuda,1,5649,0.0001770224818551956
feature | ci+production_code+tests | attention+speculative_decoding+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | kernels_operators+kv_cache_data_movement+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code+tests | moe | nvidia_cuda,1,5649,0.0001770224818551956
ci | developer_tooling+production_code | attention+kernels_operators | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | model_loading_layers+moe+quantization | backend_agnostic,1,5649,0.0001770224818551956
build | build+documentation_examples+production_code+tests | kernels_operators+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
refactor | benchmarks+production_code+tests | compilation+kernels_operators+quantization | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
refactor | benchmarks+documentation_examples+production_code+tests | kernels_operators+moe | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code+tests | input_processing_multimodal+other+serving_api | backend_agnostic,1,5649,0.0001770224818551956
feature | build+production_code | attention | nvidia_cuda,1,5649,0.0001770224818551956
performance | ci+production_code+tests | attention+kernels_operators | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | configuration_shared_infrastructure+device_platform+engine+serving_api+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
build | build+production_code | attention | nvidia_cuda,1,5649,0.0001770224818551956
documentation | documentation_examples | support_only | amd_rocm+cpu+google_tpu+intel_xpu+nvidia_cuda+other,1,5649,0.0001770224818551956
build | build+ci+developer_tooling+documentation_examples+production_code+tests | compilation+kernels_operators+moe | amd_rocm+cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | device_platform+kernels_operators+quantization | intel_xpu,1,5649,0.0001770224818551956
performance | benchmarks | support_only | cpu+nvidia_cuda+other,1,5649,0.0001770224818551956
bugfix | production_code | attention+moe | intel_xpu,1,5649,0.0001770224818551956
feature | build+production_code+tests | kernels_operators+kv_cache_data_movement | nvidia_cuda,1,5649,0.0001770224818551956
documentation | other | support_only | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | compilation | amd_rocm+ascend_npu,1,5649,0.0001770224818551956
bugfix | production_code+tests | compilation+kernels_operators+model_implementation+quantization | amd_rocm+intel_xpu,1,5649,0.0001770224818551956
test | tests | support_only | amd_rocm+google_tpu+intel_xpu,1,5649,0.0001770224818551956
refactor | documentation_examples+production_code | moe+quantization | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | device_platform+model_loading_layers+quantization | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code | attention | backend_agnostic,1,5649,0.0001770224818551956
test | ci+production_code+tests | moe | nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code | compilation+distributed_execution+model_implementation+moe | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | attention+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
feature | build+production_code+tests | input_processing_multimodal+sampling | amd_rocm,1,5649,0.0001770224818551956
refactor | production_code+tests | attention+compilation | amd_rocm+cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
refactor | documentation_examples+production_code+tests | kv_cache_data_movement | backend_agnostic,1,5649,0.0001770224818551956
feature | ci+production_code | attention+kernels_operators | intel_xpu,1,5649,0.0001770224818551956
bugfix | production_code | input_processing_multimodal+model_implementation+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
build | build+ci+developer_tooling+documentation_examples+tests | support_only | amd_rocm+cpu+intel_xpu+nvidia_cuda+other,1,5649,0.0001770224818551956
feature | production_code | kv_cache_data_movement+model_implementation+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code | model_loading_layers | backend_agnostic,1,5649,0.0001770224818551956
performance | build+ci+production_code+tests | compilation+distributed_execution+kernels_operators+model_implementation | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | attention+compilation+distributed_execution+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
feature | developer_tooling+documentation_examples+production_code+tests | input_processing_multimodal+model_implementation+model_loading_layers+serving_api | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code | lora+model_implementation+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code+tests | attention+compilation+configuration_shared_infrastructure+model_implementation+moe | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
maintenance | developer_tooling+documentation_examples | support_only | cpu+intel_xpu,1,5649,0.0001770224818551956
performance | production_code | attention+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+kv_cache_data_movement | cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | reliability_observability | cpu,1,5649,0.0001770224818551956
bugfix | production_code | kernels_operators+kv_cache_data_movement | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
maintenance | production_code | distributed_execution+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+distributed_execution+input_processing_multimodal+model_implementation+model_loading_layers+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
